9	NSeries								
2012	7	1	0	0	0	// año  mes dia hora minuto segundo  fecha de la primera muestra			
1	// Período de muestreo en horas								
26280	NPuntos								
8365	Puntos por ciclo								
	Peol	Psol	D_E	D_W	D_N	D_S	T_JI	T_RM	T_SA
1	0.308304416	0	112.4644375	126.7736169	108.4655158	645.1373316	16.3	17	22.6
2	0.863650607	0	98.43550934	114.9447171	97.15364422	578.4786167	16.3	17.1	22.5
3	0.9351724	0	91.47430349	104.5361327	89.93458917	529.025113	16.6	17.4	21.9
4	0.940963373	0	86.43904493	98.69461206	84.55374904	495.4285541	17	17.6	21.8
5	0.927042561	0	83.32794968	97.34198115	80.90807715	479.8209346	17.3	18.3	21.3
6	0.981846147	0	83.34974593	101.6572984	83.29804502	474.6721923	18.3	18.3	21.2
7	0.88824676	0	84.04717318	108.8362738	84.69914014	475.0393575	17.6	17.4	21.1
8	0.551400353	0	85.14737893	114.6016057	87.207165	479.2732767	17.1	16	21
9	0.562004039	0	85.53576789	114.6661259	86.07359963	494.3859825	17.1	15.6	21.9
10	0.500596677	0	94.19350918	121.2942608	94.26442996	547.4303262	15.8	15.7	22.1
11	0.51275238	0.101932	101.9392338	121.538029	100.9363622	602.1373595	16.4	16.4	23.7
12	0.456675977	0.24629	107.8184558	128.7862097	104.4721708	626.5904755	16.8	18.8	25.9
13	0.435560127	0.642845	109.1156117	135.3980271	106.0801505	643.2237002	17.5	21.6	26.6
14	0.442698656	0.768122	107.6141934	131.7209801	102.9831159	646.0229053	19.2	22.6	27.8
15	0.490670259	0.534105	105.5960041	128.891628	100.6548219	637.5441614	20.5	23.1	29.2
16	0.488229371	0.351119	103.874494	128.0625838	101.7428934	610.6972201	21.3	23.9	28.8
17	0.468361981	0.277541	103.1428858	129.6974359	105.6600011	593.439499	22.1	23.4	27.8
18	0.452748349	0.118034	110.939028	134.2329291	111.8403972	617.366273	21.8	23	26.2
19	0.524956679	0	136.7098151	159.3081126	138.290615	723.8559565	21.6	20.5	24.7
20	0.570029888	0	138.1251213	161.7797592	143.3332197	746.5300247	21.4	19.7	24.1
