VERSION_FORMATO_SERIES 1	
2	NSeries					
2012	7	1	0	0	0	// año  mes dia hora minuto segundo  fecha de la primera muestra
1	// Período de muestreo en horas					
26280	NPuntos					
8765	Puntos por ciclo	
yx					
	D_S	Temp				
1	645.1373316	18.6333333333333				
2	578.4786167	18.6333333333333				
3	529.025113	18.6333333333333				
4	495.4285541	18.8				
5	479.8209346	18.9666666666667				
6	474.6721923	19.2666666666667				
7	475.0393575	18.7				
8	479.2732767	18.0333333333333				
9	494.3859825	18.2				
10	547.4303262	17.8666666666667				
11	602.1373595	18.8333333333333				
12	626.5904755	20.5				
13	643.2237002	21.9				
14	646.0229053	23.2				
15	637.5441614	24.2666666666667				
16	610.6972201	24.6666666666667				
17	593.439499	24.4333333333333				
18	617.366273	23.6666666666667				
19	723.8559565	22.2666666666667				
20	746.5300247	21.7333333333333				
21	754.6364306	20.6				
22	739.2790715	20.4				
23	714.266998	20.0333333333333				
24	664.729093	19.3				
25	604.2238239	18.9666666666667				
26	541.3044742	17.8				
27	503.5943679	17.2666666666667				
28	486.7602425	16.7				
29	490.1200358	15.9				
30	511.5959398	15.1333333333333				
31	573.284497	15.1				
32	673.9060713	14.9666666666667				
33	733.7224359	14.4333333333333				
34	783.8218101	14.4333333333333				
35	832.0346484	14				
36	865.329535	13.1333333333333				
37	882.0762533	12.1				
38	889.3890999	11.1				
39	883.6700605	10.5666666666667				
40	873.9354815	9.63333333333333				
41	859.0427792	9.43333333333333				
42	866.6937159	9.53333333333333				
43	909.3897847	9.33333333333333				
44	924.9785744	9.26666666666667				
45	935.4603803	8.76666666666667				
46	913.2419652	8.66666666666667				
47	878.096443	8.8				
48	809.7072036	8.9				
49	733.169479	9.03333333333333				
50	653.0611019	9.13333333333333				
51	599.595534	8.9				
52	579.7604368	8.6				
53	578.8062619	8.43333333333333				
54	597.143173	8.53333333333333				
55	662.5559026	8.53333333333333				
56	761.283047	8.33333333333333				
57	802.9185334	8.23333333333333				
58	853.5610221	8.5				
59	880.0149746	9.23333333333333				
60	892.3649639	9.66666666666667				
61	894.1449919	10.0666666666667				
62	888.0826748	10.2				
63	884.5815815	10.4				
64	869.2186851	10.2333333333333				
65	858.1153218	9.96666666666667				
66	857.1363259	9.43333333333333				
67	937.7589148	8.76666666666667				
68	963.8934087	8.46666666666667				
69	986.251542	8.2				
70	970.8938	7.8				
71	930.4729898	7.43333333333333				
72	854.9118728	7.33333333333333				
73	772.57915	7.33333333333333				
74	689.5179206	7.1				
75	624.2038041	7.1				
76	600.5707312	6.6				
77	599.6235156	6.53333333333333				
78	617.9509345	6.46666666666667				
79	685.7148796	6.86666666666667				
80	790.8745189	7.33333333333333				
81	839.8975315	7.7				
82	898.2130294	8.5				
83	942.3485097	8.66666666666667				
84	963.5276962	9.03333333333333				
85	974.4392577	9.46666666666667				
86	977.720583	9.93333333333333				
87	972.0150222	10.1333333333333				
88	958.6745233	10.2666666666667				
89	949.6613811	10.3333333333333				
90	957.7903669	10				
91	998.6628684	9.56666666666667				
92	1015.943639	9.2				
93	1024.788297	9.03333333333333				
94	1000.294174	8.96666666666667				
95	947.5548733	8.3				
96	872.9655824	7.4				
97	782.6266077	7.5				
98	695.664435	7.36666666666667				
99	637.6910141	7.26666666666667				
100	612.9507956	7.13333333333333				
101	608.8469755	6.76666666666667				
102	629.6391325	6.16666666666667				
103	694.6305312	6.16666666666667				
104	799.1509179	6.16666666666667				
105	847.5636025	6.8				
106	903.1329258	8.3				
107	922.4308433	9.83333333333333				
108	920.4024343	10.6333333333333				
109	912.0256858	11.4333333333333				
110	899.0988759	11.8333333333333				
111	873.1518901	12.1				
112	858.281344	11.9666666666667				
113	849.7926377	11.1666666666667				
114	869.5269829	9.3				
115	971.0122722	7.36666666666667				
116	1008.340408	6.46666666666667				
117	1029.537599	5.8				
118	1012.307575	5.06666666666667				
119	963.643378	4.56666666666667				
120	888.5016896	4.9				
121	791.2717541	4.86666666666667				
122	693.6288071	4.23333333333333				
123	636.5842772	3.63333333333333				
124	610.4207107	3.86666666666667				
125	608.9054424	4.46666666666667				
126	631.8174674	5.7				
127	699.3875217	4.9				
128	806.8723705	4.63333333333333				
129	864.3592907	4.7				
130	906.3494849	6.66666666666667				
131	916.742704	8.43333333333333				
132	900.647285	9.86666666666667				
133	902.7076417	10.7333333333333				
134	905.468647	10.9666666666667				
135	899.3264465	10.7				
136	878.7199778	10.6				
137	872.6172817	10.1				
138	879.4912943	8.83333333333333				
139	935.2570317	7.6				
140	935.3660167	6.86666666666667				
141	989.2977718	6.83333333333333				
142	971.7610389	5.96666666666667				
143	929.2576826	5.46666666666667				
144	870.1222099	4.86666666666667				
145	804.360947	4.5				
146	721.5597747	4				
147	656.7688335	2.93333333333333				
148	625.9272999	3.06666666666667				
149	615.7139336	1.76666666666667				
150	620.1544878	1.46666666666667				
151	635.5942767	1.16666666666667				
152	672.0011553	0.733333333333333				
153	718.9437008	2.3				
154	792.7815068	5.5				
155	823.7729297	7.73333333333333				
156	822.5930874	9.3				
157	813.5280353	10.6666666666667				
158	803.4272157	11.1				
159	786.0373304	11.5666666666667				
160	777.8858384	11.5666666666667				
161	775.3894727	11.3666666666667				
162	802.2268348	9.63333333333333				
163	906.0407602	7.5				
164	941.8539307	6.4				
165	944.1766596	5.3				
166	918.8467846	5.1				
167	870.2202818	4.83333333333333				
168	820.5846677	4.66666666666667				
169	762.7236896	4.6				
170	687.7345229	4.7				
171	630.4672981	4.4				
172	591.746266	3.93333333333333				
173	571.9804303	3.73333333333333				
174	572.0992607	3.46666666666667				
175	573.2489901	3.53333333333333				
176	577.2692329	3.43333333333333				
177	604.3170577	4.93333333333333				
178	673.4316814	7.03333333333333				
179	729.8391431	9.3				
180	757.8924921	10.9666666666667				
181	763.6951178	12				
182	751.0136604	12.7				
183	730.4428423	13.0666666666667				
184	714.2206833	13.3666666666667				
185	709.0682363	12.9666666666667				
186	734.2524916	11.4				
187	841.24091	8.8				
188	887.7883298	8.2				
189	912.2194624	7.43333333333333				
190	902.4703013	6.1				
191	881.3859017	4.96666666666667				
192	824.5740769	4.33333333333333				
193	754.5394129	4				
194	676.7763382	2.8				
195	622.956502	2.33333333333333				
196	597.2446132	2.7				
197	596.0792663	2.8				
198	617.192552	1.83333333333333				
199	678.9681444	1.63333333333333				
200	763.5246943	1.26666666666667				
201	841.793893	3.13333333333333				
202	915.5038365	6.3				
203	947.876583	8.86666666666667				
204	949.0038784	11.1666666666667				
205	938.7563839	12.2				
206	926.3560967	12.7333333333333				
207	900.1617894	13.5				
208	874.3276335	13.4666666666667				
209	865.7331392	12.7				
210	875.8889861	11.5333333333333				
211	966.5874041	10.7				
212	994.7681264	10.5333333333333				
213	1008.099842	9.6				
214	990.1795456	9.8				
